Station ID,Cycle0 (Bef),Cycle0 (Aft),Cycle1 (Bef),Cycle1 (Aft),Cycle2 (Bef),Cycle2 (Aft),Cycle3 (Bef),Cycle3 (Aft),Cycle4 (Bef),Cycle4 (Aft),Cycle5 (Bef),Cycle5 (Aft),Cycle6 (Bef),Cycle6 (Aft),Cycle7 (Bef),Cycle7 (Aft),Cycle8 (Bef),Cycle8 (Aft),Cycle9 (Bef),Cycle9 (Aft),Cycle10 (Bef),Cycle10 (Aft),Cycle11 (Bef),Cycle11 (Aft)
615,-16,-16,-16,-16,-16,-16,-11,-11,2,1,-2,-2,-4,-4,-5,-4,-5,-2,-4,-4,-17,-17,-21,-21
616,-16,-16,-18,-18,-17,-17,-10,-9,0,-1,-2,0,-2,-2,-1,-1,0,0,2,2,-11,-11,-20,-20
617,-14,-14,-14,-14,-14,-14,-11,-11,-9,-9,-7,-7,-3,-3,-5,-5,-4,-4,0,0,-3,-3,-8,-8
618,-16,-16,-16,-16,-16,-16,-12,-11,-6,-6,-9,-8,-9,-9,-8,-6,-6,-4,-6,-6,-16,-16,-17,-17
619,-30,-30,-30,-30,-31,-31,-24,-24,-17,-17,-14,-14,-11,-11,-12,-12,-9,-9,-10,-10,-15,-15,-17,-17
620,-19,-19,-19,-19,-19,-19,-15,-14,-4,-4,4,0,-2,-2,-3,-3,0,0,-2,-2,-6,-6,-12,-12
621,-23,-23,-22,-22,-22,-22,-19,-19,-14,-14,-13,-13,-11,-11,-10,-10,-9,-9,-8,-8,-22,-22,-19,-19
622,-19,-19,-19,-19,-19,-19,-17,-17,-16,-16,-25,-25,-26,-26,-19,-19,-16,-16,-11,-11,-12,-12,-12,-12
623,-15,-15,-15,-15,-15,-15,-13,-13,-8,-8,-9,-9,-9,-9,-13,-13,-13,-13,-12,-12,-19,-19,-20,-20
624,-28,-28,-29,-29,-29,-29,-26,-26,-15,-15,-12,-12,-10,-10,-11,-11,-7,-7,-11,-11,-20,-20,-22,-22
625,-19,-19,-19,-19,-19,-19,-13,-13,-5,-5,-8,-6,-9,-9,-7,-7,-7,-7,-4,-4,-19,-19,-25,-25
626,-15,-15,-15,-15,-15,-15,-8,-8,3,0,-8,-6,-7,-5,-5,-5,-5,-5,-3,-3,-13,-13,-17,-17
627,-14,-14,-14,-14,-15,-15,-11,-11,-5,-5,-9,-9,-10,-10,-10,-10,-11,-11,-9,-9,-20,-20,-21,-21
628,-18,-18,-19,-19,-19,-19,-14,-14,-9,-9,-19,-19,-17,-17,-17,-17,-14,-14,-10,-10,-9,-9,-11,-11
629,-19,-19,-19,-19,-19,-19,-18,-18,-16,-16,-14,-14,-14,-14,-14,-14,-14,-14,-17,-17,-21,-21,-23,-23
630,-19,-19,-19,-19,-19,-19,-15,-15,-8,-8,-7,-7,-8,-8,-7,-7,-7,-7,-9,-9,-14,-14,-15,-15
631,-18,-18,-18,-18,-18,-18,-14,-14,-10,-10,-11,-11,-11,-11,-11,-11,-9,-9,-5,-5,-10,-10,-14,-14
632,-18,-18,-18,-18,-18,-18,-15,-15,-10,-10,-8,-8,-9,-9,-8,-8,-7,-7,-12,-12,-20,-20,-21,-21
633,-21,-21,-22,-22,-22,-22,-19,-19,-13,-13,-11,-11,-8,-8,-7,-7,-1,-2,-2,-2,-2,-2,-9,-9
634,-23,-23,-23,-23,-23,-23,-22,-22,-21,-21,-26,-26,-26,-26,-27,-27,-19,-19,-13,-13,-16,-16,-19,-19
635,-25,-25,-27,-27,-28,-28,-23,-23,-14,-14,-11,-11,-12,-12,-12,-12,-10,-10,-13,-13,-38,-38,-39,-39
636,-18,-18,-18,-18,-18,-18,-13,-13,-7,-7,-14,-14,-14,-14,-11,-11,-8,-8,-1,-1,-11,-11,-12,-12
637,-17,-17,-17,-17,-17,-17,-15,-15,-13,-13,-12,-12,-12,-12,-14,-14,-12,-12,-14,-14,-18,-18,-19,-19
638,-18,-18,-19,-19,-18,-18,-7,-7,0,0,-11,-11,-14,-14,-17,-17,-10,-10,-20,-20,-33,-33,-33,-33
639,-17,-17,-18,-18,-18,-18,-13,-13,-7,-3,0,0,1,1,-2,-1,-2,-1,2,2,-13,-13,-12,-12
640,-19,-19,-19,-19,-19,-19,-11,-11,-1,-1,-5,-5,-6,-6,-7,-7,-6,-6,-7,-7,-12,-12,-15,-15
641,-15,-15,-16,-16,-17,-17,-15,1,1,3,-5,-5,-5,-4,-3,-3,2,-1,2,2,2,2,0,0
642,-25,-25,-25,-25,-26,-26,-25,-25,-23,-23,-17,-17,-15,-15,-17,-17,-17,-17,-13,-13,-20,-20,-19,-19
643,-15,-15,-15,-15,-15,-15,-12,-12,-10,-10,-7,-7,-5,-5,-6,-6,-5,-5,-7,-7,-7,-7,-8,-8
644,-25,-25,-25,-25,-25,-25,-21,-21,-17,-17,-22,-22,-22,-22,-19,-19,-17,-17,-13,-13,-21,-21,-25,-25
645,-14,-14,-15,-15,-15,-15,-14,-14,-8,-8,-12,-10,-13,-13,-15,-12,-8,-6,-4,-4,-7,-7,-8,-8
646,-11,-11,-11,-11,-11,-11,-10,-10,-9,-9,-25,-25,-28,-28,-29,-29,-11,-11,-12,-12,-19,-19,-20,-20
647,-18,-18,-18,-18,-18,-18,-13,-13,-2,-2,-6,-6,-5,-5,-6,-6,-5,-5,-6,-6,-10,-10,-17,-17
648,-21,-21,-21,-21,-21,-21,-21,-21,-24,-24,-27,-27,-26,-26,-26,-26,-25,-25,-24,-24,-27,-27,-26,-26
649,-14,-14,-14,-14,-14,-14,-13,-13,-6,-6,0,0,0,0,-2,-2,-2,-1,4,4,-10,-10,-13,-13
650,-16,-16,-16,-16,-16,-16,-10,-10,-3,-3,-7,-7,-9,-9,-9,-9,-6,-6,-6,-6,-9,-9,-14,-14
651,-16,-16,-18,-18,-18,-18,-16,-16,-14,-14,-8,-8,-8,-8,-5,-5,-2,-2,-1,-1,-7,-7,-9,-9
652,-20,-20,-20,-20,-20,-20,-20,-20,-19,-19,-23,-23,-24,-24,-24,-24,-19,-19,-21,-21,-21,-21,-19,-19
653,-17,-17,-17,-17,-16,-16,-11,-11,-4,-4,0,0,-3,-3,-2,-2,-5,-5,-5,-5,-24,-24,-27,-27
654,-23,-23,-23,-23,-23,-23,-17,-17,-6,-6,-3,-3,0,0,-1,-1,0,0,-5,-5,-13,-13,-17,-17
655,-18,-18,-17,-17,-16,-16,-14,-14,-9,-9,-12,-12,-12,-12,-13,-13,-13,-13,-14,-14,-17,-17,-22,-22
656,-20,-20,-21,-21,-21,-21,-20,-20,-18,-18,-19,-19,-19,-19,-17,-17,-17,-17,-15,-15,-16,-16,-18,-18
657,-14,-14,-14,-14,-14,-14,-11,-11,-6,-6,-3,-3,1,1,-1,-1,0,0,2,2,-1,-1,-3,-3
658,-21,-21,-21,-21,-21,-21,-13,-14,-2,-2,-2,-2,-7,-7,-5,-4,-6,-3,4,4,-17,-17,-25,-25
659,-39,-39,-39,-39,-39,-39,-39,-39,-38,-38,-38,-38,-39,-39,-39,-39,-38,-38,-38,-38,-41,-41,-41,-41
660,-15,-15,-15,-15,-15,-15,-14,-14,-7,-7,-9,-9,-4,-4,-2,-2,-2,-2,-1,-1,-1,-1,-3,-3
661,-25,-25,-25,-25,-24,-24,-18,-18,-5,-5,-9,-7,-8,-8,-8,-6,-4,-4,-6,-6,-21,-21,-25,-25
662,-16,-16,-16,-16,-16,-16,-13,-13,-7,-7,-7,-7,-5,-5,-9,-9,-6,-6,-1,-1,-6,-6,-15,-15
663,-16,-16,-16,-16,-16,-16,-12,-12,-9,-9,-6,-3,-3,-3,-4,-4,-4,-4,-3,-3,-9,-9,-11,-11
664,-16,-16,-16,-16,-16,-16,-12,-12,-3,-3,2,0,0,0,-2,-2,-3,-3,-7,-7,-12,-12,-19,-19
665,-19,-19,-19,-19,-19,-19,-15,-15,-11,-11,-12,-12,-13,-13,-10,-10,-11,-11,-8,-8,-16,-16,-15,-15
666,-25,-25,-27,-27,-27,-27,-22,-22,-13,-13,-17,-17,-16,-16,-16,-16,-15,-15,-19,-19,-27,-27,-25,-25
667,-23,-23,-21,-21,-21,-21,-19,-19,-13,-13,-15,-15,-17,-17,-19,-19,-16,-16,-19,-19,-25,-25,-29,-29
668,-18,-18,-20,-20,-20,-20,-17,-17,-10,-10,-17,-17,-19,-19,-17,-17,-16,-16,-13,-13,-19,-19,-22,-22
669,-27,-27,-27,-27,-27,-27,-27,-27,-23,-23,-18,-18,-16,-16,-15,-15,-16,-16,-16,-16,-24,-24,-29,-29
670,-19,-19,-19,-19,-18,-18,-10,-10,-4,-4,2,1,-1,-1,-2,-2,0,0,-1,-1,-15,-15,-19,-19
671,-38,-38,-38,-38,-38,-38,-33,-33,-36,-35,-41,-41,-35,-34,-34,-32,-27,-27,-15,-15,-16,-16,-15,-15
672,-19,-19,-19,-19,-19,-19,-19,-19,-18,-18,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-18,-18,-18,-18
673,-25,-25,-25,-25,-25,-25,-20,-20,-14,-14,-14,-14,-15,-15,-14,-14,-16,-16,-16,-16,-23,-23,-25,-25
674,-28,-28,-28,-28,-28,-28,-23,-18,-10,-2,-3,-1,-2,0,2,-1,0,1,1,1,-5,-5,-10,-10
675,-21,-21,-21,-21,-21,-21,-16,-16,-5,-5,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-12,-12,-16,-16
676,-24,-24,-24,-24,-24,-24,-17,-17,-8,-8,-9,-8,-6,-6,-7,-7,-7,-7,-3,-3,-14,-14,-18,-18
677,-18,-18,-18,-18,-19,-19,-15,-15,-9,-9,-13,-13,-11,-11,-12,-12,-11,-11,-11,-11,-17,-17,-20,-20
678,-21,-21,-21,-21,-21,-21,-20,-20,-20,-20,-19,-19,-19,-19,-18,-18,-18,-18,-18,-18,-22,-22,-21,-21
679,-18,-18,-18,-18,-18,-18,-12,-12,-3,-3,-8,-4,-3,-3,-4,-4,-4,2,1,1,-13,-13,-18,-18
680,-18,-18,-19,-19,-19,-19,-14,-14,4,4,-7,-7,0,0,1,-3,4,-5,3,3,-8,-8,-14,-14
681,-32,-32,-33,-33,-33,-33,-28,-28,-21,-20,-21,-21,-24,-24,-23,-23,-20,-20,-21,-21,-28,-28,-30,-30
682,-32,-32,-33,-33,-33,-33,-32,-32,-30,-30,-42,-42,-43,-43,-45,-45,-41,-41,-33,-33,-40,-40,-36,-36
683,-19,-19,-19,-19,-19,-19,-16,-16,-14,-14,-16,-16,-15,-15,-14,-14,-13,-13,-12,-12,-18,-18,-20,-20
684,-22,-22,-24,-24,-24,-24,-22,-22,-21,-21,-22,-22,-24,-24,-22,-22,-25,-25,-26,-26,-29,-29,-30,-30
685,-21,-21,-21,-21,-21,-21,-16,-16,-8,-8,2,0,0,0,-1,-1,0,0,-2,-2,-12,-12,-15,-15
686,-17,-17,-17,-17,-17,-17,-15,-15,-12,-12,-13,-13,-13,-13,-13,-13,-13,-13,-11,-11,-12,-12,-16,-16
687,-18,-18,-20,-20,-20,-20,-13,-13,0,0,-7,-7,-9,-9,-10,-10,-8,-8,-9,-9,-22,-22,-28,-28
688,-19,-19,-19,-19,-19,-19,-14,-14,-10,-10,-18,-16,-15,-15,-15,-15,-13,-13,-13,-13,-17,-17,-18,-18
689,-21,-21,-21,-21,-21,-21,-21,-21,-14,-14,-13,-13,-13,-13,-15,-15,-14,-14,-13,-13,-13,-13,-13,-13
690,-16,-16,-16,-16,-16,-16,-12,-12,-9,-9,-11,-10,-11,-11,-11,-11,-10,-10,-11,-11,-23,-23,-27,-27
691,-15,-15,-13,-13,-13,-13,-11,-11,-9,-9,-13,-13,-11,-11,-13,-13,-11,-11,-2,-2,-1,-1,-8,-8
692,-15,-15,-15,-15,-15,-15,-10,-10,-6,-6,-9,-9,-7,-7,-8,-8,-8,-8,-5,-5,-12,-12,-17,-17
693,-12,-12,-12,-12,-12,-12,-11,-11,-9,-9,-10,-10,-11,-11,-12,-12,-11,-11,-9,-9,-8,-8,-11,-11
694,-13,-13,-14,-14,-14,-14,-13,-13,-11,-11,-12,-12,-10,-10,-11,-11,-10,-10,-7,-7,-7,-7,-8,-8
695,-13,-13,-12,-12,-11,-11,-5,-10,3,3,-2,-2,-7,-7,-9,-3,-2,-2,2,2,-4,-4,-8,-8
696,-14,-14,-14,-14,-14,-14,-13,-13,-10,-10,-11,-11,-3,-3,-5,-5,-3,-3,-7,-7,-10,-10,-13,-13
697,-17,-17,-19,-19,-17,-17,-12,-12,-3,-3,-10,-10,-9,-9,-5,1,0,0,-4,-4,-9,-9,-12,-12
698,-24,-24,-24,-24,-24,-24,-18,-18,-7,-7,1,1,2,1,2,-1,1,1,-2,-2,-11,-11,-11,-11
699,-27,-27,-27,-27,-27,-27,-21,-21,-13,-13,-10,-9,-5,-4,-5,-2,-2,-2,-5,-5,-9,-9,-13,-13
700,-17,-17,-17,-17,-17,-17,-12,-12,-3,-3,-3,-3,-4,-4,-4,0,0,0,2,2,-6,-6,-11,-11
701,-21,-21,-21,-21,-20,-20,-11,-11,-4,-4,-8,-8,-9,-9,-9,-9,-7,-7,-10,-10,-28,-28,-32,-32
702,-16,-16,-17,-17,-16,-16,-8,-8,-1,-1,-1,-1,0,0,0,-2,0,0,-2,-2,-11,-11,-12,-12
703,-17,-17,-17,-17,-17,-17,-16,-16,-51,-51,-85,-85,-85,-85,-82,-82,-61,-61,-56,-56,-48,-48,-41,-41
704,-12,-12,-12,-12,-12,-12,-8,-8,-8,-8,-10,-10,-12,-12,-10,-10,-10,-10,-11,-11,-13,-13,-16,-16
706,-21,-21,-21,-21,-20,-20,-16,-14,-12,-12,-21,-21,-22,-22,-22,-22,-10,-9,-11,-11,-20,-20,-20,-20
707,-21,-21,-21,-21,-21,-21,-19,-19,-27,-27,-33,-33,-29,-29,-22,-22,-13,-13,4,1,-3,-3,-7,-7
708,-23,-23,-22,-22,-22,-22,-18,-18,-14,-14,-18,-18,-21,-21,-21,-21,-18,-18,-12,-12,-16,-16,-17,-17
709,-16,-16,-16,-16,-16,-16,-15,-15,-13,-13,-14,-14,-13,-13,-15,-15,-15,-15,-14,-14,-15,-15,-15,-15
710,-14,-14,-15,-15,-17,-17,-10,-10,0,0,2,1,-2,-2,1,1,-1,-1,-2,-2,-18,-18,-19,-19
711,-21,-21,-21,-21,-21,-21,-18,-18,-12,-12,-10,-7,-8,-8,-9,-9,-7,-7,-8,-8,-16,-16,-20,-20
712,-15,-15,-15,-15,-15,-15,-11,-11,-6,-6,-10,-10,-12,-12,-14,-14,-9,-9,-9,-9,-20,-20,-24,-24
713,-15,-15,-15,-15,-15,-15,-15,-15,-11,-11,-4,-4,-7,-7,-6,-6,-1,-1,-1,-1,-8,-8,-11,-11
714,-19,-19,-19,-19,-19,-19,-16,-16,-12,-12,-16,-16,-14,-14,-13,-13,-12,-12,-16,-16,-18,-18,-18,-18
715,-15,-15,-18,-18,-18,-18,-13,-13,-9,-9,-7,-7,-8,-8,-5,-5,-5,-5,-3,-3,-8,-8,-13,-13
716,-16,-16,-17,-17,-17,-17,-12,-12,-3,-3,-10,-10,-11,-11,-9,-9,-7,-7,-9,-9,-16,-16,-17,-17
717,-29,-29,-27,-27,-27,-27,-18,-18,4,1,-5,0,-3,-3,-6,-3,0,-1,1,1,-20,-20,-28,-28
718,-31,-31,-31,-31,-31,-31,-27,-22,-3,-3,4,2,1,1,2,-1,-4,-2,1,1,-9,-9,-13,-13
719,-23,-23,-23,-23,-22,-22,-16,-16,2,2,3,1,-1,-1,2,1,0,0,-4,-4,-20,-20,-26,-26
720,-16,-16,-17,-17,-17,-17,-14,-14,-7,-7,-4,-4,-1,-1,-2,-2,0,0,-1,-1,-12,-12,-12,-12
721,-12,-12,-13,-13,-13,-13,-11,-11,-6,-6,-2,0,-2,-2,1,0,-2,-2,-4,-4,-7,-7,-10,-10
722,-13,-13,-12,-12,-12,-12,-5,-8,-2,-2,-5,-5,-6,-6,-2,-2,-1,-1,-6,-6,-8,-8,-12,-12
723,-32,-32,-32,-32,-31,-31,-25,-25,-14,-14,-20,-20,-19,-19,-18,-18,-15,-15,-9,-9,-19,-19,-23,-23
724,-19,-19,-19,-19,-19,-19,-14,-14,-13,-13,-16,-16,-18,-18,-17,-17,-18,-18,-20,-20,-25,-25,-28,-28
725,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-18,-18,-19,-19,-18,-18,-19,-19
726,-15,-15,-15,-15,-15,-15,-12,-12,-2,-2,2,0,0,0,0,0,-1,-1,-5,-5,-10,-10,-15,-15
727,-15,-15,-13,-13,-13,-13,-6,-5,4,3,0,0,1,0,0,-2,0,0,0,0,-13,-13,-17,-17
728,-20,-20,-20,-20,-20,-20,-18,-18,-15,-15,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-14,-14,-15,-15
729,-16,-16,-16,-16,-15,-15,-5,-8,4,5,3,1,-1,-1,-2,-3,3,-1,-2,-2,-26,-26,-30,-30
730,-12,-12,-11,-11,-11,-11,-10,-10,-12,-12,-18,-18,-21,-21,-20,-20,-11,-11,-5,-5,-8,-8,-8,-8
731,-25,-25,-25,-25,-25,-25,-21,-21,-21,-21,-16,-16,-15,-15,-14,-14,-12,-12,-10,-10,-14,-14,-16,-16
732,-13,-13,-13,-13,-13,-13,1,-4,5,5,-12,-12,-20,-20,-17,-17,-9,-9,-15,-15,-21,-21,-27,-27
733,-11,-11,-12,-12,-13,-13,-13,-13,-14,-14,-14,-14,-13,-13,-10,-10,-8,-8,-5,-5,-3,-3,-3,-3
734,-21,-21,-20,-20,-20,-20,-17,-17,-15,-15,-14,-14,-13,-13,-13,-13,-13,-13,-13,-13,-19,-19,-22,-22
735,-23,-23,-24,-24,-24,-24,-19,-19,-8,-8,-15,-15,-17,-17,-18,-18,-14,-14,-24,-24,-30,-30,-32,-32
736,-19,-19,-19,-19,-19,-19,-19,-19,-16,-16,-18,-18,-17,-17,-18,-18,-16,-16,-16,-16,-17,-17,-18,-18
737,-16,-16,-18,-18,-18,-18,-14,-14,-9,-9,-20,-20,-18,-18,-13,-13,-10,-10,-1,-1,-13,-13,-20,-20
738,-25,-25,-26,-26,-26,-26,-23,-23,-15,-15,-13,-13,-11,-11,-11,-11,-11,-11,-12,-12,-26,-26,-31,-31
739,-19,-19,-16,-16,-16,-16,-13,-13,-4,-4,-12,-12,-13,-13,-13,-13,-8,-8,-6,-6,-12,-12,-15,-15
740,-18,-18,-18,-18,-18,-18,-16,-16,-14,-14,-14,-14,-16,-16,-15,-15,-15,-15,-15,-15,-18,-18,-19,-19
741,-16,-16,-16,-16,-16,-16,-16,-16,-13,-13,-16,-16,-16,-16,-16,-16,-15,-15,-15,-15,-20,-20,-20,-20
742,-15,-15,-15,-15,-14,-14,-10,-10,-3,-3,3,0,-2,-2,-5,-5,-5,-5,-4,-4,-15,-15,-18,-18
743,-20,-20,-21,-21,-21,-21,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-21,-21,-22,-22,-26,-26,-26,-26
744,-21,-21,-21,-21,-21,-21,-19,-19,-14,-14,-16,-16,-16,-16,-18,-18,-19,-19,-19,-19,-19,-19,-21,-21
745,-20,-20,-20,-20,-20,-20,-19,-19,-18,-18,-21,-21,-20,-20,-18,-18,-15,-14,-10,-10,-14,-14,-17,-17
746,-16,-16,-16,-16,-16,-16,-13,-13,-5,-5,-11,-11,-13,-13,-11,-11,-3,-4,-4,-4,-10,-10,-13,-13
747,-16,-16,-16,-16,-16,-16,-10,-10,-6,-6,-5,-5,-4,-4,-5,-5,-4,-4,-2,-2,-11,-11,-14,-14
748,-17,-17,-17,-17,-17,-17,-10,-11,-2,-2,3,1,0,0,0,0,3,-1,4,4,-10,-10,-15,-15
749,-24,-24,-25,-25,-25,-25,-20,-20,-7,-7,4,2,0,0,2,0,-2,-1,-4,-4,-23,-23,-23,-23
750,-18,-18,-18,-18,-18,-18,-16,-16,-12,-12,-2,-2,0,0,1,1,0,0,-1,-1,-5,-5,-6,-6
751,-16,-16,-16,-16,-16,-16,-15,-15,-13,-13,-34,-34,-34,-34,-36,-36,-23,-23,-18,-18,-12,-12,-13,-13
752,-20,-20,-20,-20,-20,-20,-18,-18,-18,-18,-18,-18,-18,-18,-19,-19,-18,-18,-18,-18,-19,-19,-20,-20
753,-19,-19,-19,-19,-19,-19,-19,-19,-13,-13,-14,-14,-16,-16,-16,-16,-14,-14,-11,-11,-14,-14,-15,-15
754,-16,-16,-16,-16,-16,-16,-15,-15,-16,-16,-14,-14,-16,-16,-14,-14,-14,-14,-16,-16,-18,-18,-19,-19
755,-15,-15,-15,-15,-15,-15,-12,-12,-8,-8,-6,-6,0,0,-1,-2,3,1,-5,-5,-10,-10,-10,-10
756,-14,-14,-14,-14,-14,-14,-8,-8,2,2,-2,1,0,0,1,0,-4,-4,2,2,-9,-9,-22,-22
757,-16,-16,-16,-16,-16,-16,-10,-11,0,-1,-4,-4,-5,-5,-5,-5,-8,-8,-11,-11,-19,-19,-23,-23
758,-16,-16,-15,-15,-14,-14,-9,-9,-1,-1,3,1,0,0,1,-1,-2,-2,1,1,-11,-11,-10,-10
759,-12,-12,-12,-12,-12,-12,-10,-6,0,0,-1,0,-3,-3,-2,1,1,0,1,1,-3,-3,-5,-5
760,-12,-12,-12,-12,-12,-12,-11,-4,0,0,2,0,0,0,-1,-1,0,-1,-2,-2,-2,-2,-1,-1
761,-18,-18,-18,-18,-18,-18,-12,-11,-3,-3,3,0,0,0,0,0,1,2,0,0,-8,-8,-10,-10
762,-13,-13,-14,-14,-13,-13,-12,-12,-18,-18,-35,-35,-31,-31,-24,-24,-9,-12,1,1,-2,-2,-6,-6
763,-32,-32,-33,-33,-33,-33,-28,-28,-23,-23,-22,-22,-18,-18,-17,-17,-18,-18,-18,-18,-31,-31,-30,-30
764,-23,-23,-23,-23,-23,-23,-20,-20,-15,-15,-12,-12,-15,-15,-13,-13,-11,-11,-8,-8,-17,-17,-17,-17
765,-27,-27,-27,-27,-27,-27,-26,-26,-23,-23,-25,-25,-28,-28,-26,-26,-23,-23,-26,-26,-35,-35,-36,-36
766,-17,-17,-17,-17,-17,-17,-13,-13,-10,-10,-12,-12,-13,-13,-15,-15,-13,-13,-11,-11,-16,-16,-18,-18
767,-21,-21,-21,-21,-21,-21,-19,-19,-15,-15,-16,-16,-16,-16,-17,-17,-16,-16,-18,-18,-22,-22,-23,-23
768,-25,-25,-25,-25,-24,-24,-16,-16,-10,-10,-8,-8,-8,-8,-8,-8,-9,-9,-10,-10,-22,-22,-24,-24
769,-14,-14,-14,-14,-14,-14,-6,-7,-4,-4,2,1,1,1,1,-1,1,-1,-4,-4,-20,-20,-19,-19
770,-21,-21,-21,-21,-21,-21,-18,-18,-18,-18,-19,-19,-16,-16,-15,-15,-14,-13,-12,-12,-15,-15,-16,-16
771,-14,-14,-14,-14,-14,-14,-13,-13,-12,-12,-9,-9,-8,-8,-10,-10,-7,-7,-7,-7,-7,-7,-7,-7
772,-23,-23,-23,-23,-23,-23,-19,-19,-15,-15,-33,-33,-35,-35,-33,-33,-28,-28,-27,-27,-26,-26,-28,-28
773,-16,-16,-13,-13,-13,-13,-9,-9,-10,-10,-42,-42,-42,-42,-43,-43,-27,-27,-19,-19,-23,-23,-24,-24
774,-14,-14,-14,-14,-14,-14,-12,-12,-11,-11,-13,-13,-13,-13,-11,-11,-9,-9,-8,-8,-11,-11,-11,-11
775,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-30,-30,-31,-31,-30,-30,-26,-26,-21,-21,-21,-21,-22,-22
776,-14,-14,-14,-14,-14,-14,-12,-12,-9,-9,-2,-2,-3,-3,0,0,-1,-1,-6,-6,-13,-13,-14,-14
777,-14,-14,-14,-14,-14,-14,-10,-10,-8,-8,-6,-6,-6,-6,-7,-7,-7,-7,-6,-6,-8,-8,-10,-10
779,-19,-19,-19,-19,-19,-19,-18,-18,-21,-21,-45,-45,-44,-44,-41,-41,-26,-25,-18,-18,-26,-26,-27,-27
780,-17,-17,-18,-18,-18,-18,-11,-11,0,0,-10,-10,-7,-7,-9,-9,-10,-10,-9,-9,-20,-20,-19,-19
781,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-25,-25,-31,-31,-38,-38,-36,-36,-32,-32,-28,-28,-20,-20
782,-16,-16,-16,-16,-17,-17,-11,-11,2,1,2,0,2,0,1,0,0,-1,0,0,-13,-13,-20,-20
784,-23,-23,-23,-23,-23,-23,-18,-18,-14,-14,-14,-14,-15,-15,-15,-15,-13,-13,-12,-12,-22,-22,-29,-29
785,-43,-43,-44,-44,-44,-44,-41,-41,-41,-41,-48,-48,-39,-39,-42,-42,-33,-33,-24,-24,-41,-41,-39,-39
786,-30,-30,-30,-30,-30,-30,-29,-29,-28,-28,-28,-28,-27,-27,-27,-27,-30,-30,-31,-31,-36,-36,-36,-36
787,-24,-24,-24,-24,-24,-24,-22,-22,-21,-21,-20,-20,-18,-18,-20,-20,-19,-19,-22,-22,-30,-30,-32,-32
788,-23,-23,-23,-23,-23,-23,-23,-23,-20,-20,-20,-20,-21,-21,-20,-20,-23,-23,-23,-23,-21,-21,-22,-22
789,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-27,-27,-25,-25,-25,-25,-25,-25,-27,-27,-31,-31,-34,-34
790,-19,-19,-19,-19,-19,-19,-17,-17,-14,-14,-12,-12,-14,-14,-17,-17,-16,-16,-21,-21,-22,-22,-22,-22
792,-28,-28,-29,-29,-29,-29,-29,-1,1,5,-15,-14,-13,-13,-10,-10,-1,-12,-7,-7,-17,-14,-8,-8
793,-19,-19,-19,-19,-19,-19,-18,-7,2,1,4,1,-1,1,2,-2,0,0,-2,-2,-7,-7,-8,-8
794,-19,-19,-19,-19,-19,-19,-17,-17,-15,-15,-10,-10,-10,-10,-10,-10,-10,-10,-11,-11,-20,-20,-21,-21
795,-19,-19,-19,-19,-18,-18,-8,1,-6,0,0,0,0,0,0,0,-1,-1,-10,-10,-20,-20,-22,-22
796,-19,-19,-21,-21,-21,-21,-18,-11,-7,2,1,1,-4,-1,1,-2,0,0,-3,2,-1,2,0,0
797,-21,-21,-21,-21,-21,-21,-16,-17,1,1,1,2,-3,1,1,-2,-1,-1,-12,-12,-26,-26,-25,-25
798,-17,-17,-17,-17,-16,-13,-2,-13,4,4,6,0,4,0,4,-1,-2,5,-18,-18,-36,-36,-36,-36
800,-21,-21,-22,-22,-22,-22,-18,-18,-13,-13,-6,-6,-8,-8,-7,-7,-8,-8,-3,-3,-21,-21,-27,-27
801,-20,-20,-20,-20,-20,-20,-19,-19,-18,-18,-46,-46,-46,-46,-41,-41,-22,-22,-22,-22,-31,-31,-33,-33
802,-22,-22,-22,-22,-22,-22,-17,-17,-5,-5,-2,-2,-1,-1,-2,-2,-1,-1,-5,-5,-13,-13,-15,-15
803,-16,-16,-16,-16,-16,-16,-16,-16,-15,-15,-36,-36,-36,-36,-37,-37,-29,-29,-19,-19,-22,-22,-21,-21
804,-17,-17,-18,-18,-18,-18,-15,-4,2,9,-3,3,3,1,4,-5,0,-5,-1,-1,-5,-5,-7,-7
805,-18,-18,-18,-18,-18,-18,-18,-18,-15,-15,-16,-13,-14,-14,-13,-12,-11,-11,-10,-10,-9,-9,-10,-10
806,-18,-18,-19,-19,-18,-18,-16,-16,-12,2,2,1,2,0,1,0,-3,-1,5,5,-12,-12,-14,-14
807,-16,-16,-16,-16,-16,-16,-13,-13,-6,-6,3,0,-1,-1,0,-1,0,0,-7,-7,-14,-14,-15,-15
808,-23,-23,-23,-23,-23,-23,-22,-22,-20,-20,-19,-19,-19,-19,-17,-17,-16,-16,-14,-14,-16,-16,-20,-20
