Station ID,Time,Out,In,Delta
1,2017-08-02 10:00:00,81,46,-35
1,2017-08-02 12:00:00,41,29,-12
1,2017-08-02 14:00:00,8,14,6
1,2017-08-02 16:00:00,69,86,17
1,2017-08-02 18:00:00,102,185,83
1,2017-08-02 20:00:00,32,72,40
1,2017-08-02 22:00:00,18,34,16
1,2017-08-03 00:00:00,2,12,10
1,2017-08-03 02:00:00,2,2,0
1,2017-08-03 04:00:00,11,4,-7
1,2017-08-03 06:00:00,153,38,-115
1,2017-08-03 08:00:00,313,131,-182
1,2017-08-03 10:00:00,59,34,-25
1,2017-08-03 12:00:00,53,59,6
1,2017-08-03 14:00:00,68,101,33
1,2017-08-03 16:00:00,153,250,97
1,2017-08-03 18:00:00,163,262,99
1,2017-08-03 20:00:00,105,93,-12
1,2017-08-03 22:00:00,38,52,14
1,2017-08-04 00:00:00,9,18,9
1,2017-08-04 02:00:00,3,3,0
1,2017-08-04 04:00:00,9,3,-6
1,2017-08-04 06:00:00,137,39,-98
1,2017-08-04 08:00:00,277,105,-172
1,2017-08-04 10:00:00,100,46,-54
